中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,368 Mbps,47104 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,624 Mbps,79872 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,28 ms,896 Mbps,114688 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,232 Mbps,29798 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,30 ms,46 Mbps,5915 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:34b,US,Los Angeles,隧道,67 ms,61 Mbps,7855 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,84 ms,363 Mbps,46489 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:San Jose,中转,0 ms,266 Mbps,34099 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,225 Mbps,28876 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,77 ms,350 Mbps,44851 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,264 Mbps,33792 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,72 ms,224 Mbps,28672 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,96 ms,41 Mbps,5292 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,60 Mbps,7781 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,2 ms,34 Mbps,4404 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,287 Mbps,36761 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,109 ms,327 Mbps,41881 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,224 Mbps,28774 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,46 Mbps,5991 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,82 ms,276 Mbps,35430 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,86 ms,48 Mbps,6227 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,91 ms,243 Mbps,31129 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,187 Mbps,23961 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,94 ms,27 Mbps,3520 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,248 Mbps,31846 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,94 ms,241 Mbps,30924 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,91 ms,43 Mbps,5616 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,190 ms,93 Mbps,11980 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,78 ms,317 Mbps,40652 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,64 ms,52 Mbps,6758 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,57 Mbps,7302 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,49 Mbps,6333 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,87 ms,49 Mbps,6346 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,73 ms,285 Mbps,36556 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,96 ms,46 Mbps,5997 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,101 ms,49 Mbps,6394 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,50 Mbps,6434 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,46 Mbps,5904 kB/s
143.47.185.70,443,2a0b:21c0:100a:1b4:0:6c22:f57c:6aea,DE,Frankfurt,隧道,90 ms,230 Mbps,29491 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,108 Mbps,13824 kB/s
150.230.63.93,443,150.230.63.93,,colo.txt:Osaka,中转,0 ms,34 Mbps,4424 kB/s
168.138.220.199,443,2607:a400:a:16b:0:6d41:de1a:a2d4,US,Los Angeles,隧道,167 ms,105 Mbps,13516 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,135 ms,95 Mbps,12185 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,207 ms,69 Mbps,8840 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,197 ms,91 Mbps,11673 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,198 ms,44 Mbps,5706 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,33 Mbps,4245 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,253 ms,42 Mbps,5476 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,247 ms,2 Mbps,322 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,228 ms,3 Mbps,420 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,36 Mbps,4614 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,140 ms,157 Mbps,20172 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,206 ms,101 Mbps,13004 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,206 ms,32 Mbps,4214 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,243 ms,1 Mbps,130 kB/s
130.162.144.191,443,2a09:bac5:4734:1a14::299:27,KR,Seoul,隧道,200 ms,37 Mbps,4744 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,200 ms,33 Mbps,4286 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,286 ms,2 Mbps,261 kB/s
8.219.120.202,443,8.219.69.217,SG,Singapore,隧道,246 ms,31 Mbps,4044 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,255 ms,18 Mbps,2370 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,245 ms,51 Mbps,6586 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,239 ms,32 Mbps,4207 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,214 ms,76 Mbps,9846 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,217 ms,36 Mbps,4661 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,324 ms,0 Mbps,16 kB/s
