中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,7 ms,1664 Mbps,212992 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1784 Mbps,228352 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,5 ms,1416 Mbps,181248 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,24 ms,464 Mbps,59494 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,30 ms,944 Mbps,120832 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,22 ms,602 Mbps,77107 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,27 ms,551 Mbps,70553 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,41 ms,482 Mbps,61747 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,271 Mbps,34713 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,71 ms,5 Mbps,723 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,190 Mbps,24371 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,41 Mbps,5370 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,42 Mbps,5410 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,152 ms,121 Mbps,15564 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,146 ms,39 Mbps,5061 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,144 ms,39 Mbps,5118 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,111 Mbps,14233 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,172 ms,9 Mbps,1227 kB/s
8.219.88.129,443,8.219.142.198,SG,Singapore,隧道,174 ms,85 Mbps,10956 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,220 ms,2 Mbps,373 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,44 Mbps,5669 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,320 ms,42 Mbps,5441 kB/s
