中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,18 ms,1 Mbps,230 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,272 Mbps,34918 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,12 ms,864 Mbps,110592 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,629 Mbps,80588 kB/s
35.197.23.75,443,35.212.196.48,US,Seattle,隧道,72 ms,377 Mbps,48332 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,84 ms,30 Mbps,3950 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,96 ms,343 Mbps,43929 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,69 ms,307 Mbps,39321 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,279 Mbps,35737 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,122 ms,660 Mbps,84480 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,108 ms,41 Mbps,5322 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,89 ms,46 Mbps,5920 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,44 Mbps,5632 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,216 Mbps,27750 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,209 Mbps,26828 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,4 ms,83 Mbps,10649 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,99 ms,196 Mbps,25190 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,110 ms,26 Mbps,3340 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,76 ms,292 Mbps,37376 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,110 ms,47 Mbps,6072 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,97 ms,378 Mbps,48435 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,108 ms,272 Mbps,34918 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,267 Mbps,34201 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,246 Mbps,31539 kB/s
158.101.201.45,443,2606:f240:f00:dd8d:0:2c50:d676:2ce4,US,Frankfurt,隧道,96 ms,258 Mbps,33075 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,110 ms,45 Mbps,5760 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,79 ms,328 Mbps,42086 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,94 ms,67 Mbps,8619 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,89 ms,48 Mbps,6166 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,75 ms,293 Mbps,37580 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,213 Mbps,27340 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,85 ms,337 Mbps,43212 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,222 ms,33 Mbps,4320 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,213 ms,108 Mbps,13824 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,97 ms,46 Mbps,5977 kB/s
168.138.149.17,443,168.138.149.17,BR,S
