中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,1168 Mbps,149504 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,70 Mbps,9084 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:39c,US,Los Angeles,隧道,48 ms,69 Mbps,8944 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,336 Mbps,43110 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,52 ms,452 Mbps,57958 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,16 ms,1064 Mbps,136192 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,278 Mbps,35635 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,332 Mbps,42598 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,450 Mbps,57651 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,48 ms,536 Mbps,68608 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,48 ms,529 Mbps,67788 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,55 ms,59 Mbps,7595 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,354 Mbps,45363 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,444 Mbps,56832 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,200 Mbps,25702 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,48 Mbps,6271 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,183 Mbps,23449 kB/s
143.47.190.37,443,2a0b:21c0:1007:ca:0:3bfe:c72:fd6a,DE,Frankfurt,隧道,118 ms,96 Mbps,12288 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,112 ms,47 Mbps,6050 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,158 Mbps,20275 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,143 ms,3 Mbps,429 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,188 Mbps,24064 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,212 Mbps,27238 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,40 Mbps,5187 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,113 ms,32 Mbps,4100 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,192 ms,92 Mbps,11776 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,188 ms,38 Mbps,4946 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,40 Mbps,5164 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,40 Mbps,5124 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,217 ms,3 Mbps,437 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,207 ms,2 Mbps,320 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,206 ms,0 Mbps,36 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,189 ms,0 Mbps,1 kB/s
