中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.219.103,US,Seattle,隧道,49 ms,438 Mbps,56115 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,455 Mbps,58265 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,109 ms,161 Mbps,20684 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,56 ms,382 Mbps,48947 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,29 ms,56 Mbps,7277 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,56 ms,412 Mbps,52736 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,22 ms,848 Mbps,108544 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,394 Mbps,50483 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,47 ms,528 Mbps,67686 kB/s
35.197.23.75,443,35.212.219.103,US,Seattle,隧道,48 ms,528 Mbps,67686 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,51 ms,502 Mbps,64307 kB/s
184.169.181.217,443,184.169.181.217,US,Portland,中转,71 ms,427 Mbps,54681 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,321 Mbps,41164 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,20 ms,69 Mbps,8895 kB/s
129.146.46.164,443,129.146.46.164,US,290 Mbps,37171 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,43 Mbps,5625 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,60 ms,461 Mbps,59084 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,114 ms,211 Mbps,27033 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,515 Mbps,65945 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,103 ms,49 Mbps,6280 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,109 ms,47 Mbps,6047 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,114 ms,44 Mbps,5704 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,28 Mbps,3607 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,125 ms,46 Mbps,5970 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,125 ms,258 Mbps,33075 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,223 Mbps,28569 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,232 Mbps,29696 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,45 Mbps,5785 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,184 Mbps,23654 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,33 Mbps,4346 kB/s
