中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,764 Mbps,97792 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,14 ms,7 Mbps,901 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,434 Mbps,55603 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,372 Mbps,47718 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,336 Mbps,43110 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,45 Mbps,5886 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,76 ms,70 Mbps,8978 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,73 ms,384 Mbps,49254 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,282 Mbps,36147 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,224 Mbps,28672 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,222 Mbps,28467 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,98 ms,43 Mbps,5619 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,70 ms,311 Mbps,39833 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,262 Mbps,33587 kB/s
144.21.35.132,443,2606:f240:f00:2be4:0:bf45:a60f:3c82,US,Munich,隧道,100 ms,118 Mbps,15155 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,92 Mbps,11878 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,106 ms,44 Mbps,5749 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,44 Mbps,5729 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,170 ms,41 Mbps,5344 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,46 Mbps,5957 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,167 ms,43 Mbps,5588 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,33 Mbps,4267 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,25 Mbps,3236 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,208 ms,35 Mbps,4592 kB/s
