中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,31 ms,529 Mbps,67788 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,60 ms,48 Mbps,6247 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,61 Mbps,7841 kB/s
129.146.7.98,443,2a09:bac5:60ee:78::c:3a3,US,Los Angeles,隧道,53 ms,91 Mbps,11673 kB/s
35.230.79.26,443,35.212.218.41,US,Seattle,隧道,70 ms,312 Mbps,39936 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,74 ms,220 Mbps,28262 kB/s
35.197.23.75,443,35.212.218.41,US,Seattle,隧道,77 ms,309 Mbps,39628 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,18 ms,808 Mbps,103424 kB/s
143.47.182.90,443,2a0b:21c0:100a:1f9:0:6f3e:55bb:2a14,DE,Frankfurt,隧道,98 ms,232 Mbps,29798 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,88 ms,225 Mbps,28876 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,257 Mbps,32972 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,404 Mbps,51712 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,108 ms,48 Mbps,6162 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,236 Mbps,30310 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,268 Mbps,34406 kB/s
193.123.38.223,443,2606:f240:f00:6acf:0:b571:8b7a:fe54,US,Frankfurt,隧道,95 ms,214 Mbps,27443 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,232 Mbps,29696 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,36 ms,81 Mbps,10444 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,43 Mbps,5609 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:11a,KR,Seoul,隧道,217 ms,31 Mbps,4087 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,44 Mbps,5733 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,216 Mbps,27750 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,102 ms,44 Mbps,5648 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,266 Mbps,34099 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,106 ms,307 Mbps,39321 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,102 ms,47 Mbps,6088 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,43 Mbps,5626 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,85 ms,365 Mbps,46796 kB/s
158.101.217.62,443,2606:f240:f00:6acf:0:e91d:7cc8:58b5,US,Frankfurt,隧道,98 ms,243 Mbps,31129 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,109 ms,49 Mbps,6348 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,220 ms,41 Mbps,5318 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,79 ms,396 Mbps,50688 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,120 Mbps,15360 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,136 Mbps,17510 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,230 ms,79 Mbps,10137 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,208 ms,80 Mbps,10342 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,214 ms,38 Mbps,4990 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,200 ms,2 Mbps,372 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,289 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,228 ms,12 Mbps,1538 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,188 ms,128 Mbps,16486 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,267 ms,47 Mbps,6082 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,217 ms,35 Mbps,4516 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,266 ms,31 Mbps,4066 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,100 ms,0 Mbps,94 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,229 ms,0 Mbps,31 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,244 ms,3 Mbps,504 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,31 Mbps,4054 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,225 ms,35 Mbps,4486 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,221 ms,28 Mbps,3663 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,203 ms,0 Mbps,39 kB/s
