中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,23 ms,1320 Mbps,168960 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,21 ms,372 Mbps,47616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1120 Mbps,143360 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,38 ms,599 Mbps,76697 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,872 Mbps,111616 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,40 ms,599 Mbps,76697 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,501 Mbps,64204 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,23 ms,1360 Mbps,174080 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,42 ms,608 Mbps,77824 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,53 ms,412 Mbps,52736 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,116 ms,47 Mbps,6027 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,123 ms,46 Mbps,5921 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,117 ms,44 Mbps,5674 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,201 Mbps,25804 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,150 Mbps,19251 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,168 Mbps,21504 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,42 Mbps,5461 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,151 ms,144 Mbps,18534 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,144 ms,46 Mbps,5942 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,140 ms,39 Mbps,4996 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,178 ms,11 Mbps,1515 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,181 ms,46 Mbps,5891 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,146 ms,38 Mbps,4912 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,147 ms,2 Mbps,257 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,148 ms,39 Mbps,5067 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,144 ms,0 Mbps,37 kB/s
