中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,728 Mbps,93184 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,48 ms,460 Mbps,58982 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,427 Mbps,54681 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,208 Mbps,26624 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,49 ms,504 Mbps,64512 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,18 ms,960 Mbps,122880 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,331 Mbps,42393 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,368 Mbps,47206 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,420 Mbps,53862 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,1168 Mbps,149504 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,48 ms,427 Mbps,54681 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,44 Mbps,5650 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,175 Mbps,22425 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,113 ms,44 Mbps,5722 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,180 Mbps,23142 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,212 Mbps,27238 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,8 Mbps,1141 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,149 ms,39 Mbps,5010 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,207 Mbps,26521 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,170 Mbps,21811 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,181 ms,43 Mbps,5559 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,47 Mbps,6115 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,167 ms,104 Mbps,13312 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,39 Mbps,5069 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,121 ms,46 Mbps,5954 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,192 ms,24 Mbps,3147 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,218 ms,2 Mbps,342 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,33 Mbps,4336 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,225 ms,34 Mbps,4352 kB/s
8.219.52.156,443,8.222.222.65,SG,Singapore,隧道,207 ms,71 Mbps,9174 kB/s
146.56.171.110,443,2602:ffe4:407:20d9:0:41ae:85b1:b72f,SG,Singapore,隧道,262 ms,44 Mbps,5705 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,188 ms,9 Mbps,1165 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,166 ms,0 Mbps,39 kB/s
