中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,45 ms,492 Mbps,63078 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:1b,US,Los Angeles,隧道,65 ms,65 Mbps,8432 kB/s
35.230.79.26,443,35.212.141.86,US,Seattle,隧道,79 ms,315 Mbps,40345 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,418 Mbps,53555 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,98 ms,315 Mbps,40345 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,112 ms,27 Mbps,3511 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,6 ms,117 Mbps,15052 kB/s
35.197.23.75,443,35.212.141.86,US,Seattle,隧道,74 ms,252 Mbps,32256 kB/s
130.61.23.77,443,130.61.23.77,170 Mbps,21811 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,268 Mbps,34406 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,220 Mbps,28160 kB/s
47.90.141.204,443,91.149.239.62,US,San Jose,隧道,7 ms,40 Mbps,5135 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,260 Mbps,33280 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,8 ms,725 Mbps,92876 kB/s
152.70.49.31,443,2a0b:21c0:1007:1ca:0:e3c7:1c2e:126b,DE,Frankfurt,隧道,124 ms,132 Mbps,16896 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,100 ms,246 Mbps,31539 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,45 Mbps,5840 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,90 ms,274 Mbps,35123 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,222 Mbps,28467 kB/s
168.138.149.17,443,168.138.149.17,BR,S
