中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,524 Mbps,67174 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,40 ms,699 Mbps,89497 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,28 ms,67 Mbps,8661 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,50 ms,505 Mbps,64716 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,40 ms,553 Mbps,70860 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,6 Mbps,860 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,47 ms,512 Mbps,65536 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,51 ms,415 Mbps,53145 kB/s
129.146.46.164,443,129.146.46.164,333 Mbps,42700 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,500 Mbps,64000 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,551 Mbps,70553 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,439 Mbps,56217 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,60 ms,398 Mbps,50995 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,47 Mbps,6097 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,180 Mbps,23142 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,179 Mbps,22937 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,230 Mbps,29491 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,156 Mbps,19968 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,43 Mbps,5531 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,41 Mbps,5357 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,44 Mbps,5747 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,173 ms,41 Mbps,5280 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,193 ms,12 Mbps,1578 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,217 ms,35 Mbps,4559 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,227 ms,43 Mbps,5610 kB/s
