中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,957 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,24 ms,67 Mbps,8639 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,40 ms,704 Mbps,90214 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,291 Mbps,37273 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,216 Mbps,27750 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,74 ms,326 Mbps,41779 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,356 Mbps,45670 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,74 ms,324 Mbps,41472 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,68 ms,402 Mbps,51507 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,300 Mbps,38400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,87 ms,482 Mbps,61747 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,358 Mbps,45875 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,298 Mbps,38195 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,49 Mbps,6319 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,105 ms,237 Mbps,30412 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,48 Mbps,6260 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,40 Mbps,5211 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,158 ms,38 Mbps,4939 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,123 Mbps,15769 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,35 Mbps,4532 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,155 ms,40 Mbps,5244 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,42 Mbps,5385 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,171 ms,37 Mbps,4772 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,199 ms,35 Mbps,4576 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,212 ms,9 Mbps,1255 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,32 Mbps,4104 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,213 ms,19 Mbps,2504 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,41 Mbps,5311 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,251 ms,37 Mbps,4737 kB/s
