中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,4 ms,1688 Mbps,216064 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1664 Mbps,212992 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,604 Mbps,77312 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,68 ms,320 Mbps,40960 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,313 Mbps,40140 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,67 ms,389 Mbps,49868 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,430 Mbps,55091 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,244 Mbps,31232 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,67 ms,392 Mbps,50278 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,2 ms,44 Mbps,5674 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,276 Mbps,35430 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,256 Mbps,32768 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,256 Mbps,32870 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,77 ms,330 Mbps,42291 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,297 Mbps,38092 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,224 Mbps,28672 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,44 Mbps,5739 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,47 Mbps,6023 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,34 Mbps,4396 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,100 Mbps,12800 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,172 ms,116 Mbps,14950 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,184 ms,24 Mbps,3195 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,29 Mbps,3797 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,183 ms,2 Mbps,264 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,190 ms,39 Mbps,5019 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,34 Mbps,4448 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,199 ms,71 Mbps,9162 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,34 Mbps,4395 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,238 ms,2 Mbps,307 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,209 ms,76 Mbps,9814 kB/s
158.101.130.149,443,2602:ffe4:407:20da:0:8169:f91b:a497,SG,Singapore,隧道,245 ms,55 Mbps,7156 kB/s
146.56.146.67,443,2602:ffe4:407:20d9:0:d9fe:3446:645e,SG,Singapore,隧道,272 ms,38 Mbps,4893 kB/s
8.219.66.156,443,47.84.40.188,SG,Singapore,隧道,272 ms,45 Mbps,5806 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,221 ms,35 Mbps,4531 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,269 ms,1 Mbps,142 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,258 ms,0 Mbps,15 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,84 ms,44 Mbps,5632 kB/s
